14.01澪標	OH_OO渋谷源氏	310	340	B	さやか	清か	サヤカ	形状詞-一般			サヤカ	和
14.01澪標	OH_OO渋谷源氏	8270	8300	I	たまふ	給う	タマウ	動詞-非自立可能	文語四段-ハ行	終止形-一般	タマウ	和
14.01澪標	OH_OO渋谷源氏	8300	8310	I	。	。		補助記号-句点				記号
14.01澪標	OH_OO渋谷源氏	8310	8320	B	御	御	オオン	接頭辞			オオン	和
14.01澪標	OH_OO渋谷源氏	8320	8340	I	容貌	形	カタチ	名詞-普通名詞-一般			カタチ	和
14.01澪標	OH_OO渋谷源氏	8340	8360	I	など	など	ナド	助詞-副助詞			ナド	和
14.01澪標	OH_OO渋谷源氏	8360	8370	I	、	、		補助記号-読点				記号
14.01澪標	OH_OO渋谷源氏	8370	8430	I	なまめかしう	艶めかしい	ナマメカシイ	形容詞-一般	文語形容詞-シク	連用形-ウ音便	ナマメカシュー	和
14.01澪標	OH_OO渋谷源氏	8430	8460	I	きよら	清ら	キヨラ	形状詞-一般			キヨラ	和
14.01澪標	OH_OO渋谷源氏	8460	8470	I	に	なり	ナリ	助動詞	文語助動詞-ナリ-断定	連用形-ニ	ニ	和
14.01澪標	OH_OO渋谷源氏	8470	8480	I	て	て	テ	助詞-接続助詞			テ	和
14.01澪標	OH_OO渋谷源氏	8480	8490	I	、	、		補助記号-読点				記号
14.01澪標	OH_OO渋谷源氏	8490	8530	I	限りなき	限り無い	カギリナイ	形容詞-一般	文語形容詞-ク	連体形-一般	カギリナキ	和
14.01澪標	OH_OO渋谷源氏	8530	8540	I	御	御	オオン	接頭辞			オオン	和
14.01澪標	OH_OO渋谷源氏	8540	8570	I	心ざし	志	ココロザシ	名詞-普通名詞-一般			ココロザシ	和
14.01澪標	OH_OO渋谷源氏	8570	8580	I	の	の	ノ	助詞-格助詞			ノ	和
14.01澪標	OH_OO渋谷源氏	8580	8600	I	年月	年月	トシツキ	名詞-普通名詞-一般			トシツキ	和
14.01澪標	OH_OO渋谷源氏	8600	8610	I	に	に	ニ	助詞-格助詞			ニ	和
14.01澪標	OH_OO渋谷源氏	8610	8630	I	添ふ	沿う	ソウ	動詞-一般	文語四段-ハ行	連体形-一般	ソウ	和
14.01澪標	OH_OO渋谷源氏	8630	8650	I	やう	様	ヨウ	名詞-普通名詞-形状詞可能			ヨー	漢
14.01澪標	OH_OO渋谷源氏	8650	8660	I	に	なり	ナリ	助動詞	文語助動詞-ナリ-断定	連用形-ニ	ニ	和
14.01澪標	OH_OO渋谷源氏	8660	8680	I	もて	以て	モテ	接頭辞			モテ	和
14.01澪標	OH_OO渋谷源氏	8680	8700	I	なさ	成す	ナス	動詞-一般	文語四段-サ行	未然形-一般	ナサ	和
14.01澪標	OH_OO渋谷源氏	8700	8710	I	せ	せる	セル	助動詞	文語下二段-サ行	連用形-一般	セ	和
14.01澪標	OH_OO渋谷源氏	8710	8740	I	たまふ	給う	タマウ	動詞-非自立可能	文語四段-ハ行	連体形-一般	タマウ	和
14.01澪標	OH_OO渋谷源氏	8740	8750	I	に	に	ニ	助詞-接続助詞			ニ	和
14.01澪標	OH_OO渋谷源氏	8750	8760	I	、	、		補助記号-読点				記号
14.01澪標	OH_OO渋谷源氏	8760	8800	I	めでたき	めでたい	メデタイ	形容詞-一般	文語形容詞-ク	連体形-一般	メデタキ	和
14.01澪標	OH_OO渋谷源氏	8800	8810	I	人	人	ヒト	名詞-普通名詞-一般			ヒト	和
14.01澪標	OH_OO渋谷源氏	8810	8830	I	なれ	なり	ナリ	助動詞	文語助動詞-ナリ-断定	已然形-一般	ナレ	和
14.01澪標	OH_OO渋谷源氏	8830	8840	I	ど	ど	ド	助詞-接続助詞			ド	和
14.01澪標	OH_OO渋谷源氏	8840	8850	I	、	、		補助記号-読点				記号
14.01澪標	OH_OO渋谷源氏	8850	8860	I	さ	然	サ	副詞			サ	和
14.01澪標	OH_OO渋谷源氏	8860	8880	I	しも	しも	シモ	助詞-副助詞			シモ	和
14.01澪標	OH_OO渋谷源氏	8880	8900	I	思ひ	思う	オモウ	動詞-一般	文語四段-ハ行	連用形-一般	オモイ	和
14.01澪標	OH_OO渋谷源氏	8900	8930	I	たまへ	給う	タマウ	動詞-非自立可能	文語四段-ハ行	命令形	タマエ	和
14.01澪標	OH_OO渋谷源氏	8930	8940	I	ら	り	リ	助動詞	文語助動詞-リ	未然形-一般	ラ	和
14.01澪標	OH_OO渋谷源氏	8940	8960	I	ざり	ず	ズ	助動詞	文語助動詞-ズ	連用形-補助	ザリ	和
14.01澪標	OH_OO渋谷源氏	8960	8970	I	し	き	キ	助動詞	文語助動詞-キ	連体形-一般	シ	和
14.01澪標	OH_OO渋谷源氏	8970	9000	I	けしき	気色	ケシキ	名詞-普通名詞-一般			ケシキ	漢
14.01澪標	OH_OO渋谷源氏	9000	9010	I	、	、		補助記号-読点				記号
14.01澪標	OH_OO渋谷源氏	9010	9040	I	心ばへ	心ばえ	ココロバエ	名詞-普通名詞-一般			ココロバエ	和
14.01澪標	OH_OO渋谷源氏	9040	9060	I	など	など	ナド	助詞-副助詞			ナド	和
14.01澪標	OH_OO渋谷源氏	9060	9070	I	、	、		補助記号-読点				記号
14.01澪標	OH_OO渋谷源氏	9070	9090	I	もの	物	モノ	名詞-普通名詞-サ変可能			モノ	和
14.01澪標	OH_OO渋谷源氏	9090	9110	I	思ひ	思う	オモウ	動詞-一般	文語四段-ハ行	連用形-一般	オモイ	和
14.01澪標	OH_OO渋谷源氏	9110	9130	I	知ら	知る	シル	動詞-一般	文語四段-ラ行	未然形-一般	シラ	和
14.01澪標	OH_OO渋谷源氏	9130	9140	I	れ	れる	レル	助動詞	文語下二段-ラ行	連用形-一般	レ	和
14.01澪標	OH_OO渋谷源氏	9140	9170	I	たまふ	給う	タマウ	動詞-非自立可能	文語四段-ハ行	連体形-一般	タマウ	和
14.01澪標	OH_OO渋谷源氏	9170	9190	I	まま	侭	ママ	名詞-普通名詞-副詞可能			ママ	和
14.01澪標	OH_OO渋谷源氏	9190	9200	I	に	に	ニ	助詞-格助詞			ニ	和
14.01澪標	OH_OO渋谷源氏	9200	9210	I	、	、		補助記号-読点				記号
14.01澪標	OH_OO渋谷源氏	9210	9220	I	「	「		補助記号-括弧開				記号
14.01澪標	OH_OO渋谷源氏	9220	9240	I	など	など	ナド	副詞			ナド	和
14.01澪標	OH_OO渋谷源氏	9240	9250	I	て	て	テ	助詞-接続助詞			テ	和
14.01澪標	OH_OO渋谷源氏	9250	9260	I	，	，		補助記号-読点				記号
14.01澪標	OH_OO渋谷源氏	9260	9270	I	わ	わ	ワ	代名詞			ワ	和
14.01澪標	OH_OO渋谷源氏	9270	9280	I	が	が	ガ	助詞-格助詞			ガ	和
14.01澪標	OH_OO渋谷源氏	9280	9290	I	心	心	ココロ	名詞-普通名詞-サ変可能			ココロ	和
14.01澪標	OH_OO渋谷源氏	9290	9300	I	の	の	ノ	助詞-格助詞			ノ	和
14.01澪標	OH_OO渋谷源氏	9300	9320	I	若く	若い	ワカイ	形容詞-一般	文語形容詞-ク	連用形-一般	ワカク	和
14.01澪標	OH_OO渋谷源氏	9320	9370	I	いはけなき	いわけない	イワケナイ	形容詞-一般	文語形容詞-ク	連体形-一般	イワケナキ	和
14.01澪標	OH_OO渋谷源氏	9370	9380	I	に	に	ニ	助詞-格助詞			ニ	和
14.01澪標	OH_OO渋谷源氏	9380	9410	I	まかせ	任せる	マカセル	動詞-一般	文語下二段-サ行	連用形-一般	マカセ	和
14.01澪標	OH_OO渋谷源氏	9410	9420	I	て	て	テ	助詞-接続助詞			テ	和
14.01澪標	OH_OO渋谷源氏	9420	9430	I	、	、		補助記号-読点				記号
14.01澪標	OH_OO渋谷源氏	9430	9450	I	さる	然る	サル	動詞-一般	文語ラ行変格	連体形-一般	サル	和
14.01澪標	OH_OO渋谷源氏	9450	9470	I	騷ぎ	騒ぎ	サワギ	名詞-普通名詞-一般			サワギ	和
14.01澪標	OH_OO渋谷源氏	9470	9480	I	を	を	ヲ	助詞-格助詞			オ	和
14.01澪標	OH_OO渋谷源氏	9480	9500	I	さへ	さえ	サエ	助詞-副助詞			サエ	和
14.01澪標	OH_OO渋谷源氏	9500	9520	I	引き	引く	ヒク	動詞-一般	文語四段-カ行	連用形-一般	ヒキ	和
14.01澪標	OH_OO渋谷源氏	9520	9540	I	出で	出でる	イデル	動詞-一般	文語下二段-ダ行	連用形-一般	イデ	和
14.01澪標	OH_OO渋谷源氏	9540	9550	I	て	て	テ	助詞-接続助詞			テ	和
14.01澪標	OH_OO渋谷源氏	9550	9560	I	、	、		補助記号-読点				記号
14.01澪標	OH_OO渋谷源氏	9560	9570	I	わ	わ	ワ	代名詞			ワ	和
14.01澪標	OH_OO渋谷源氏	9570	9580	I	が	が	ガ	助詞-格助詞			ガ	和
14.01澪標	OH_OO渋谷源氏	9580	9590	I	名	名	ナ	名詞-普通名詞-一般			ナ	和
14.01澪標	OH_OO渋谷源氏	9590	9610	I	をば	をば	ヲバ	助詞-格助詞			オバ	和
14.01澪標	OH_OO渋谷源氏	9610	9640	I	さらに	更に	サラニ	副詞			サラニ	和
14.01澪標	OH_OO渋谷源氏	9640	9650	I	も	も	モ	助詞-係助詞			モ	和
14.01澪標	OH_OO渋谷源氏	9650	9670	I	いは	言う	イウ	動詞-一般	文語四段-ハ行	未然形-一般	イワ	和
14.01澪標	OH_OO渋谷源氏	9670	9680	I	ず	ず	ズ	助動詞	文語助動詞-ズ	連用形-一般	ズ	和
14.01澪標	OH_OO渋谷源氏	9680	9690	I	、	、		補助記号-読点				記号
14.01澪標	OH_OO渋谷源氏	9690	9700	I	人	人	ヒト	名詞-普通名詞-一般			ヒト	和
14.01澪標	OH_OO渋谷源氏	9700	9710	I	の	の	ノ	助詞-格助詞			ノ	和
14.01澪標	OH_OO渋谷源氏	9710	9720	I	御	御	オオン	接頭辞			オオン	和
14.01澪標	OH_OO渋谷源氏	9720	9740	I	ため	為	タメ	名詞-普通名詞-副詞可能			タメ	和
14.01澪標	OH_OO渋谷源氏	9740	9760	I	さへ	さえ	サエ	助詞-副助詞			サエ	和
14.01澪標	OH_OO渋谷源氏	9760	9770	I	」	」		補助記号-括弧閉				記号
14.01澪標	OH_OO渋谷源氏	9770	9790	I	など	など	ナド	助詞-副助詞			ナド	和
14.01澪標	OH_OO渋谷源氏	9790	9810	I	思し	思す	オボス	動詞-一般	文語四段-サ行	連用形-一般	オボシ	和
14.01澪標	OH_OO渋谷源氏	9810	9840	I	出づる	出でる	イデル	動詞-一般	文語下二段-ダ行	連体形-一般	イズル	和
14.01澪標	OH_OO渋谷源氏	9840	9850	I	に	に	ニ	助詞-接続助詞			ニ	和
14.01澪標	OH_OO渋谷源氏	9850	9860	I	、	、		補助記号-読点				記号
14.01澪標	OH_OO渋谷源氏	9860	9880	I	いと	いと	イト	副詞			イト	和
14.01澪標	OH_OO渋谷源氏	9880	9900	I	憂き	憂い	ウイ	形容詞-一般	文語形容詞-ク	連体形-一般	ウキ	和
14.01澪標	OH_OO渋谷源氏	9900	9920	I	御身	御身	オンミ	名詞-普通名詞-一般			オンミ	和
14.01澪標	OH_OO渋谷源氏	9920	9940	I	なり	なり	ナリ	助動詞	文語助動詞-ナリ-断定	終止形-一般	ナリ	和
14.01澪標	OH_OO渋谷源氏	9940	9950	I	。	。		補助記号-句点				記号
14.01澪標	OH_OO渋谷源氏	9950	9980	B	明くる	明ける	アケル	動詞-一般	文語下二段-カ行	連体形-一般	アクル	和
14.01澪標	OH_OO渋谷源氏	9980	9990	I	年	年	トシ	名詞-普通名詞-副詞可能			トシ	和
14.01澪標	OH_OO渋谷源氏	9990	10000	I	の	の	ノ	助詞-格助詞			ノ	和
14.01澪標	OH_OO渋谷源氏	10000	10020	I	如月	如月	キサラギ	名詞-普通名詞-一般			キサラギ	和
14.01澪標	OH_OO渋谷源氏	10020	10030	I	に	に	ニ	助詞-格助詞			ニ	和
14.01澪標	OH_OO渋谷源氏	10030	10040	I	、	、		補助記号-読点				記号
14.01澪標	OH_OO渋谷源氏	10040	10060	I	春宮	春宮	トウグウ	名詞-普通名詞-一般			トーグー	漢
14.01澪標	OH_OO渋谷源氏	10060	10070	I	の	の	ノ	助詞-格助詞			ノ	和
14.01澪標	OH_OO渋谷源氏	10070	10080	I	御	御	オオン	接頭辞			オオン	和
14.01澪標	OH_OO渋谷源氏	10080	10100	I	元服	元服	ゲンプク	名詞-普通名詞-サ変可能			ゲンブク	漢
14.01澪標	OH_OO渋谷源氏	10100	10110	I	の	の	ノ	助詞-格助詞			ノ	和
14.01澪標	OH_OO渋谷源氏	10110	10130	I	こと	事	コト	名詞-普通名詞-一般			コト	和
14.01澪標	OH_OO渋谷源氏	10130	10150	I	あり	有る	アル	動詞-非自立可能	文語ラ行変格	終止形-一般	アリ	和
14.01澪標	OH_OO渋谷源氏	10150	10160	I	。	。		補助記号-句点				記号
14.01澪標	OH_OO渋谷源氏	10160	10170	B	十	十	ジュウ	名詞-数詞			ジュー	漢
14.01澪標	OH_OO渋谷源氏	10170	10180	I	一	一	イチ	名詞-数詞			イチ	漢
14.01澪標	OH_OO渋谷源氏	10180	10190	I	に	に	ニ	助詞-格助詞			ニ	和
14.01澪標	OH_OO渋谷源氏	10190	10210	I	なり	成る	ナル	動詞-非自立可能	文語四段-ラ行	連用形-一般	ナリ	和
14.01澪標	OH_OO渋谷源氏	10210	10240	I	たまへ	給う	タマウ	動詞-非自立可能	文語四段-ハ行	已然形-一般	タマエ	和
14.01澪標	OH_OO渋谷源氏	10240	10250	I	ど	ど	ド	助詞-接続助詞			ド	和
14.01澪標	OH_OO渋谷源氏	10250	10260	I	、	、		補助記号-読点				記号
14.01澪標	OH_OO渋谷源氏	10260	10280	I	ほど	程	ホド	名詞-普通名詞-副詞可能			ホド	和
14.01澪標	OH_OO渋谷源氏	10280	10300	I	より	より	ヨリ	助詞-格助詞			ヨリ	和
14.01澪標	OH_OO渋谷源氏	10300	10320	I	大き	大き	オオキ	形状詞-一般			オーキ	和
14.01澪標	OH_OO渋谷源氏	10320	10330	I	に	なり	ナリ	助動詞	文語助動詞-ナリ-断定	連用形-ニ	ニ	和
14.01澪標	OH_OO渋谷源氏	10330	10340	I	、	、		補助記号-読点				記号
14.01澪標	OH_OO渋谷源氏	10340	10390	I	おとなしう	大人しい	オトナシイ	形容詞-一般	文語形容詞-シク	連用形-ウ音便	オトナシュー	和
14.01澪標	OH_OO渋谷源氏	10390	10420	I	きよら	清ら	キヨラ	形状詞-一般			キヨラ	和
14.01澪標	OH_OO渋谷源氏	10420	10430	I	に	なり	ナリ	助動詞	文語助動詞-ナリ-断定	連用形-ニ	ニ	和
14.01澪標	OH_OO渋谷源氏	10430	10440	I	て	て	テ	助詞-接続助詞			テ	和
14.01澪標	OH_OO渋谷源氏	10440	10450	I	、	、		補助記号-読点				記号
14.01澪標	OH_OO渋谷源氏	10450	10470	I	ただ	唯	タダ	副詞			タダ	和
14.01澪標	OH_OO渋谷源氏	10470	10480	I	源	ゲン	ゲン	名詞-固有名詞-人名-姓			ゲン	固
14.01澪標	OH_OO渋谷源氏	10480	10490	I	氏	氏	シ	接尾辞-名詞的-一般			ジ	漢
14.01澪標	OH_OO渋谷源氏	10490	10500	I	の	の	ノ	助詞-格助詞			ノ	和
14.01澪標	OH_OO渋谷源氏	10500	10510	I	大	大	ダイ	接頭辞			ダイ	漢
14.01澪標	OH_OO渋谷源氏	10510	10530	I	納言	納言	ナゴン	名詞-普通名詞-一般			ナゴン	漢
14.01澪標	OH_OO渋谷源氏	10530	10540	I	の	の	ノ	助詞-格助詞			ノ	和
14.01澪標	OH_OO渋谷源氏	10540	10550	I	御	御	オオン	接頭辞			オオン	和
14.01澪標	OH_OO渋谷源氏	10550	10560	I	顔	顔	カオ	名詞-普通名詞-一般			カオ	和
14.01澪標	OH_OO渋谷源氏	10560	10570	I	を	を	ヲ	助詞-格助詞			オ	和
14.01澪標	OH_OO渋谷源氏	10570	10580	I	二	二	フタ	名詞-数詞			フタ	和
14.01澪標	OH_OO渋谷源氏	10580	10590	I	つ	つ	ツ	接尾辞-名詞的-助数詞			ツ	和
14.01澪標	OH_OO渋谷源氏	10590	10600	I	に	に	ニ	助詞-格助詞			ニ	和
14.01澪標	OH_OO渋谷源氏	10600	10620	I	写し	写す	ウツス	動詞-一般	文語四段-サ行	連用形-一般	ウツシ	和
14.01澪標	OH_OO渋谷源氏	10620	10640	I	たら	たり	タリ	助動詞	文語助動詞-タリ-完了	未然形-一般	タラ	和
14.01澪標	OH_OO渋谷源氏	10640	10650	I	む	む	ム	助動詞	文語助動詞-ム	連体形-一般	ム	和
14.01澪標	OH_OO渋谷源氏	10650	10670	I	やう	様	ヨウ	名詞-普通名詞-形状詞可能			ヨー	漢
14.01澪標	OH_OO渋谷源氏	10670	10680	I	に	なり	ナリ	助動詞	文語助動詞-ナリ-断定	連用形-ニ	ニ	和
14.01澪標	OH_OO渋谷源氏	10680	10700	I	見え	見える	ミエル	動詞-一般	文語下二段-ヤ行	連用形-一般	ミエ	和
14.01澪標	OH_OO渋谷源氏	10700	10730	I	たまふ	給う	タマウ	動詞-非自立可能	文語四段-ハ行	終止形-一般	タマウ	和
14.01澪標	OH_OO渋谷源氏	10730	10740	I	。	。		補助記号-句点				記号
14.01澪標	OH_OO渋谷源氏	10740	10760	B	いと	いと	イト	副詞			イト	和
14.01澪標	OH_OO渋谷源氏	10760	10800	I	まばゆき	眩い	マバユイ	形容詞-一般	文語形容詞-ク	連体形-一般	マバユキ	和
14.01澪標	OH_OO渋谷源氏	10800	10820	I	まで	まで	マデ	助詞-副助詞			マデ	和
14.01澪標	OH_OO渋谷源氏	10820	10840	I	光り	光る	ヒカル	動詞-一般	文語四段-ラ行	連用形-一般	ヒカリ	和
14.01澪標	OH_OO渋谷源氏	10840	10860	I	あひ	合う	アウ	動詞-非自立可能	文語四段-ハ行	連用形-一般	アイ	和
14.01澪標	OH_OO渋谷源氏	10860	10890	I	たまへ	給う	タマウ	動詞-非自立可能	文語四段-ハ行	命令形	タマエ	和
14.01澪標	OH_OO渋谷源氏	10890	10900	I	る	り	リ	助動詞	文語助動詞-リ	連体形-一般	ル	和
14.01澪標	OH_OO渋谷源氏	10900	10910	I	を	を	ヲ	助詞-格助詞			オ	和
14.01澪標	OH_OO渋谷源氏	10910	10920	I	、	、		補助記号-読点				記号
14.01澪標	OH_OO渋谷源氏	10920	10940	I	世人	世人	ヨヒト	名詞-普通名詞-一般			ヨヒト	和
14.01澪標	OH_OO渋谷源氏	10940	10980	I	めでたき	めでたい	メデタイ	形容詞-一般	文語形容詞-ク	連体形-一般	メデタキ	和
14.01澪標	OH_OO渋谷源氏	10980	11000	I	もの	物	モノ	名詞-普通名詞-サ変可能			モノ	和
14.01澪標	OH_OO渋谷源氏	11000	11010	I	に	に	ニ	助詞-格助詞			ニ	和
14.01澪標	OH_OO渋谷源氏	11010	11050	I	聞こゆれ	聞こえる	キコエル	動詞-非自立可能	文語下二段-ヤ行	已然形-一般	キコユレ	和
14.01澪標	OH_OO渋谷源氏	11050	11060	I	ど	ど	ド	助詞-接続助詞			ド	和
14.01澪標	OH_OO渋谷源氏	11060	11070	I	、	、		補助記号-読点				記号
14.01澪標	OH_OO渋谷源氏	11070	11090	I	母宮	母宮	ハハミヤ	名詞-普通名詞-一般			ハハミヤ	和
14.01澪標	OH_OO渋谷源氏	11090	11100	I	、	、		補助記号-読点				記号
14.01澪標	OH_OO渋谷源氏	11100	11140	I	いみじう	いみじい	イミジイ	形容詞-一般	文語形容詞-シク	連用形-ウ音便	イミジュー	和
14.01澪標	OH_OO渋谷源氏	11140	11210	I	かたはらいたき	傍ら痛い	カタワライタイ	形容詞-一般	文語形容詞-ク	連体形-一般	カタワライタキ	和
14.01澪標	OH_OO渋谷源氏	11210	11230	I	こと	事	コト	名詞-普通名詞-一般			コト	和
14.01澪標	OH_OO渋谷源氏	11230	11240	I	に	に	ニ	助詞-格助詞			ニ	和
14.01澪標	OH_OO渋谷源氏	11240	11250	I	、	、		補助記号-読点				記号
14.01澪標	OH_OO渋谷源氏	11250	11290	I	あいなく	あいない	アイナイ	形容詞-一般	文語形容詞-ク	連用形-一般	アイナク	和
14.01澪標	OH_OO渋谷源氏	11290	11300	I	御	御	ミ	接頭辞			ミ	和
14.01澪標	OH_OO渋谷源氏	11300	11310	I	心	心	ココロ	名詞-普通名詞-サ変可能			ココロ	和
14.01澪標	OH_OO渋谷源氏	11310	11320	I	を	を	ヲ	助詞-格助詞			オ	和
14.01澪標	OH_OO渋谷源氏	11320	11350	I	尽くし	尽くす	ツクス	動詞-非自立可能	文語四段-サ行	連用形-一般	ツクシ	和
14.01澪標	OH_OO渋谷源氏	11350	11380	I	たまふ	給う	タマウ	動詞-非自立可能	文語四段-ハ行	終止形-一般	タマウ	和
14.01澪標	OH_OO渋谷源氏	11380	11390	I	。	。		補助記号-句点				記号
14.01澪標	OH_OO渋谷源氏	11390	11410	B	内裏	内	ウチ	名詞-普通名詞-副詞可能			ウチ	和
14.01澪標	OH_OO渋谷源氏	11410	11420	I	に	に	ニ	助詞-格助詞			ニ	和
14.01澪標	OH_OO渋谷源氏	11420	11430	I	も	も	モ	助詞-係助詞			モ	和
14.01澪標	OH_OO渋谷源氏	11430	11440	I	、	、		補助記号-読点				記号
14.01澪標	OH_OO渋谷源氏	11440	11480	I	めでたし	めでたい	メデタイ	形容詞-一般	文語形容詞-ク	終止形-一般	メデタシ	和
14.01澪標	OH_OO渋谷源氏	11480	11490	I	と	と	ト	助詞-格助詞			ト	和
14.01澪標	OH_OO渋谷源氏	11490	11500	I	見	見る	ミル	動詞-非自立可能	文語上一段-マ行	連用形-一般	ミ	和
14.01澪標	OH_OO渋谷源氏	11500	11550	I	たてまつり	奉る	タテマツル	動詞-非自立可能	文語四段-ラ行	連用形-一般	タテマツリ	和
14.01澪標	OH_OO渋谷源氏	11550	11580	I	たまひ	給う	タマウ	動詞-非自立可能	文語四段-ハ行	連用形-一般	タマイ	和
14.01澪標	OH_OO渋谷源氏	11580	11590	I	て	て	テ	助詞-接続助詞			テ	和
14.01澪標	OH_OO渋谷源氏	11590	11600	I	、	、		補助記号-読点				記号
14.01澪標	OH_OO渋谷源氏	11600	11610	I	世	世	ヨ	名詞-普通名詞-一般			ヨ	和
14.01澪標	OH_OO渋谷源氏	11610	11620	I	の	の	ノ	助詞-格助詞			ノ	和
14.01澪標	OH_OO渋谷源氏	11620	11630	I	中	中	ナカ	名詞-普通名詞-副詞可能			ナカ	和
14.01澪標	OH_OO渋谷源氏	11630	11650	I	譲り	譲る	ユズル	動詞-一般	文語四段-ラ行	連用形-一般	ユズリ	和
14.01澪標	OH_OO渋谷源氏	11650	11680	I	きこえ	聞こえる	キコエル	動詞-非自立可能	文語下二段-ヤ行	連用形-一般	キコエ	和
14.01澪標	OH_OO渋谷源氏	11680	11710	I	たまふ	給う	タマウ	動詞-非自立可能	文語四段-ハ行	終止形-一般	タマウ	和
14.01澪標	OH_OO渋谷源氏	11710	11730	I	べき	べし	ベシ	助動詞	文語助動詞-ベシ	連体形-一般	ベキ	和
14.01澪標	OH_OO渋谷源氏	11730	11750	I	こと	事	コト	名詞-普通名詞-一般			コト	和
14.01澪標	OH_OO渋谷源氏	11750	11770	I	など	など	ナド	助詞-副助詞			ナド	和
14.01澪標	OH_OO渋谷源氏	11770	11780	I	、	、		補助記号-読点				記号
14.01澪標	OH_OO渋谷源氏	11780	11830	I	なつかしう	懐かしい	ナツカシイ	形容詞-一般	文語形容詞-シク	連用形-ウ音便	ナツカシュー	和
14.01澪標	OH_OO渋谷源氏	11830	11860	I	聞こえ	聞こえる	キコエル	動詞-非自立可能	文語下二段-ヤ行	連用形-一般	キコエ	和
14.01澪標	OH_OO渋谷源氏	11860	11880	I	知ら	知る	シル	動詞-一般	文語四段-ラ行	未然形-一般	シラ	和
14.01澪標	OH_OO渋谷源氏	11880	11890	I	せ	せる	セル	助動詞	文語下二段-サ行	連用形-一般	セ	和
14.01澪標	OH_OO渋谷源氏	11890	11920	I	たまふ	給う	タマウ	動詞-非自立可能	文語四段-ハ行	終止形-一般	タマウ	和
14.01澪標	OH_OO渋谷源氏	11920	11930	I	。	。		補助記号-句点				記号
14.01澪標	OH_OO渋谷源氏	11930	11950	B	同じ	同じい	オナジイ	形容詞-一般	文語形容詞-シク	語幹-一般	オナジ	和
14.01澪標	OH_OO渋谷源氏	11950	11960	I	月	月	ツキ	名詞-普通名詞-助数詞可能			ツキ	和
14.01澪標	OH_OO渋谷源氏	11960	11970	I	の	の	ノ	助詞-格助詞			ノ	和
14.01澪標	OH_OO渋谷源氏	11970	11990	I	二十	二十	ニジュウ	名詞-数詞			ニジュー	漢
14.01澪標	OH_OO渋谷源氏	11990	12000	I	余	余	ヨ	名詞-数詞			ヨ	漢
14.01澪標	OH_OO渋谷源氏	12000	12010	I	日	日	ニチ	名詞-普通名詞-助数詞可能			ニチ	漢
14.01澪標	OH_OO渋谷源氏	12010	12020	I	、	、		補助記号-読点				記号
14.01澪標	OH_OO渋谷源氏	12020	12030	I	御	御	オオン	接頭辞			オオン	和
14.01澪標	OH_OO渋谷源氏	12030	12060	I	国譲り	国譲り	クニユズリ	名詞-普通名詞-一般			クニユズリ	和
14.01澪標	OH_OO渋谷源氏	12060	12070	I	の	の	ノ	助詞-格助詞			ノ	和
14.01澪標	OH_OO渋谷源氏	12070	12090	I	こと	事	コト	名詞-普通名詞-一般			コト	和
14.01澪標	OH_OO渋谷源氏	12090	12120	I	にはか	俄か	ニワカ	形状詞-一般			ニワカ	和
14.01澪標	OH_OO渋谷源氏	12120	12140	I	なれ	なり	ナリ	助動詞	文語助動詞-ナリ-断定	已然形-一般	ナレ	和
14.01澪標	OH_OO渋谷源氏	12140	12150	I	ば	ば	バ	助詞-接続助詞			バ	和
14.01澪標	OH_OO渋谷源氏	12150	12160	I	、	、		補助記号-読点				記号
14.01澪標	OH_OO渋谷源氏	12160	12180	I	大后	大后	オオキサキ	名詞-普通名詞-一般			オーキサキ	和
14.01澪標	OH_OO渋谷源氏	12180	12200	I	思し	思す	オボス	動詞-一般	文語四段-サ行	連用形-一般	オボシ	和
14.01澪標	OH_OO渋谷源氏	12200	12230	I	あわて	慌てる	アワテル	動詞-一般	文語下二段-タ行	連用形-一般	アワテ	和
14.01澪標	OH_OO渋谷源氏	12230	12250	I	たり	たり	タリ	助動詞	文語助動詞-タリ-完了	終止形-一般	タリ	和
14.01澪標	OH_OO渋谷源氏	12250	12260	I	。	。		補助記号-句点				記号
14.01澪標	OH_OO渋谷源氏	12260	12270	B	「	「		補助記号-括弧開				記号
14.01澪標	OH_OO渋谷源氏	12270	12310	I	かひなき	甲斐無い	カイナイ	形容詞-一般	文語形容詞-ク	連体形-一般	カイナキ	和
14.01澪標	OH_OO渋谷源氏	12310	12330	I	さま	様	サマ	名詞-普通名詞-一般			サマ	和
14.01澪標	OH_OO渋谷源氏	12330	12360	I	ながら	ながら	ナガラ	助詞-接続助詞			ナガラ	和
14.01澪標	OH_OO渋谷源氏	12360	12370	I	も	も	モ	助詞-係助詞			モ	和
14.01澪標	OH_OO渋谷源氏	12370	12380	I	、	、		補助記号-読点				記号
14.01澪標	OH_OO渋谷源氏	12380	12420	I	心のどか	心長閑	ココロノドカ	形状詞-一般			ココロノドカ	和
14.01澪標	OH_OO渋谷源氏	12420	12430	I	に	なり	ナリ	助動詞	文語助動詞-ナリ-断定	連用形-ニ	ニ	和
14.01澪標	OH_OO渋谷源氏	12430	12450	I	御覧	御覧	ゴラン	名詞-普通名詞-一般			ゴラン	漢
