04.02夕顔	OH_OO渋谷源氏	210	230	B	さて	扠	サテ	接続詞			サテ	和
04.02夕顔	OH_OO渋谷源氏	8150	8160	I	に	に	ニ	助詞-格助詞			ニ	和
04.02夕顔	OH_OO渋谷源氏	8160	8180	I	思す	思す	オボス	動詞-一般	文語四段-サ行	終止形-一般	オボス	和
04.02夕顔	OH_OO渋谷源氏	8180	8190	I	。	。		補助記号-句点				記号
04.02夕顔	OH_OO渋谷源氏	8190	8210	B	いま	今	イマ	名詞-普通名詞-副詞可能			イマ	和
04.02夕顔	OH_OO渋谷源氏	8210	8220	I	一	一	ヒト	名詞-数詞			ヒト	和
04.02夕顔	OH_OO渋谷源氏	8220	8230	I	方	方	カタ	名詞-普通名詞-助数詞可能			カタ	和
04.02夕顔	OH_OO渋谷源氏	8230	8240	I	は	は	ハ	助詞-係助詞			ワ	和
04.02夕顔	OH_OO渋谷源氏	8240	8250	I	、	、		補助記号-読点				記号
04.02夕顔	OH_OO渋谷源氏	8250	8260	I	主	主	アルジ	名詞-普通名詞-一般			アルジ	和
04.02夕顔	OH_OO渋谷源氏	8260	8280	I	強く	強い	ツヨイ	形容詞-一般	文語形容詞-ク	連用形-一般	ツヨク	和
04.02夕顔	OH_OO渋谷源氏	8280	8300	I	なる	成る	ナル	動詞-非自立可能	文語四段-ラ行	終止形-一般	ナル	和
04.02夕顔	OH_OO渋谷源氏	8300	8320	I	とも	とも	トモ	助詞-接続助詞			トモ	和
04.02夕顔	OH_OO渋谷源氏	8320	8330	I	、	、		補助記号-読点				記号
04.02夕顔	OH_OO渋谷源氏	8330	8350	I	変ら	変わる	カワル	動詞-一般	文語四段-ラ行	未然形-一般	カワラ	和
04.02夕顔	OH_OO渋谷源氏	8350	8360	I	ず	ず	ズ	助動詞	文語助動詞-ズ	連用形-一般	ズ	和
04.02夕顔	OH_OO渋谷源氏	8360	8380	I	うち	打ち	ウチ	接頭辞			ウチ	和
04.02夕顔	OH_OO渋谷源氏	8380	8400	I	とけ	解ける	トケル	動詞-一般	文語下二段-カ行	連用形-一般	トケ	和
04.02夕顔	OH_OO渋谷源氏	8400	8410	I	ぬ	ぬ	ヌ	助動詞	文語助動詞-ヌ	終止形-一般	ヌ	和
04.02夕顔	OH_OO渋谷源氏	8410	8430	I	べく	べし	ベシ	助動詞	文語助動詞-ベシ	連用形-一般	ベク	和
04.02夕顔	OH_OO渋谷源氏	8430	8450	I	見え	見える	ミエル	動詞-一般	文語下二段-ヤ行	連用形-一般	ミエ	和
04.02夕顔	OH_OO渋谷源氏	8450	8460	I	し	き	キ	助動詞	文語助動詞-キ	連体形-一般	シ	和
04.02夕顔	OH_OO渋谷源氏	8460	8480	I	さま	様	サマ	名詞-普通名詞-一般			サマ	和
04.02夕顔	OH_OO渋谷源氏	8480	8500	I	なる	なり	ナリ	助動詞	文語助動詞-ナリ-断定	連体形-一般	ナル	和
04.02夕顔	OH_OO渋谷源氏	8500	8510	I	を	を	ヲ	助詞-格助詞			オ	和
04.02夕顔	OH_OO渋谷源氏	8510	8530	I	頼み	頼む	タノム	動詞-一般	文語四段-マ行	連用形-一般	タノミ	和
04.02夕顔	OH_OO渋谷源氏	8530	8540	I	て	て	テ	助詞-接続助詞			テ	和
04.02夕顔	OH_OO渋谷源氏	8540	8550	I	、	、		補助記号-読点				記号
04.02夕顔	OH_OO渋谷源氏	8550	8580	I	とかく	兎角	トカク	副詞			トカク	和
04.02夕顔	OH_OO渋谷源氏	8580	8600	I	聞き	聞く	キク	動詞-一般	文語四段-カ行	連用形-一般	キキ	和
04.02夕顔	OH_OO渋谷源氏	8600	8630	I	たまへ	給う	タマウ	動詞-非自立可能	文語四段-ハ行	已然形-一般	タマエ	和
04.02夕顔	OH_OO渋谷源氏	8630	8640	I	ど	ど	ド	助詞-接続助詞			ド	和
04.02夕顔	OH_OO渋谷源氏	8640	8650	I	、	、		補助記号-読点				記号
04.02夕顔	OH_OO渋谷源氏	8650	8660	I	御	御	ミ	接頭辞			ミ	和
04.02夕顔	OH_OO渋谷源氏	8660	8670	I	心	心	ココロ	名詞-普通名詞-サ変可能			ココロ	和
04.02夕顔	OH_OO渋谷源氏	8670	8680	I	も	も	モ	助詞-係助詞			モ	和
04.02夕顔	OH_OO渋谷源氏	8680	8700	I	動か	動く	ウゴク	動詞-一般	文語四段-カ行	未然形-一般	ウゴカ	和
04.02夕顔	OH_OO渋谷源氏	8700	8710	I	ず	ず	ズ	助動詞	文語助動詞-ズ	連用形-一般	ズ	和
04.02夕顔	OH_OO渋谷源氏	8710	8720	I	ぞ	ぞ	ゾ	助詞-係助詞			ゾ	和
04.02夕顔	OH_OO渋谷源氏	8720	8740	I	あり	有る	アル	動詞-非自立可能	文語ラ行変格	連用形-一般	アリ	和
04.02夕顔	OH_OO渋谷源氏	8740	8760	I	ける	けり	ケリ	助動詞	文語助動詞-ケリ	連体形-一般	ケル	和
04.02夕顔	OH_OO渋谷源氏	8760	8770	I	。	。		補助記号-句点				記号
