13.03明石	OH_OO渋谷源氏	360	380	B	明石	アカシ	アカシ	名詞-固有名詞-地名-一般			アカシ	固
13.03明石	OH_OO渋谷源氏	15510	15530	I	聞き	聞く	キク	動詞-一般	文語四段-カ行	連用形-一般	キキ	和
13.03明石	OH_OO渋谷源氏	15530	15560	I	ならし	慣らす	ナラス	動詞-一般	文語四段-サ行	連用形-一般	ナラシ	和
13.03明石	OH_OO渋谷源氏	15560	15580	I	たる	たり	タリ	助動詞	文語助動詞-タリ-完了	連体形-一般	タル	和
13.03明石	OH_OO渋谷源氏	15580	15590	I	琴	琴	コト	名詞-普通名詞-一般			コト	和
13.03明石	OH_OO渋谷源氏	15590	15600	I	を	を	ヲ	助詞-格助詞			オ	和
13.03明石	OH_OO渋谷源氏	15600	15620	I	さへ	さえ	サエ	助詞-副助詞			サエ	和
13.03明石	OH_OO渋谷源氏	15620	15630	I	や	や	ヤ	助詞-係助詞			ヤ	和
13.03明石	OH_OO渋谷源氏	15630	15640	I	」	」		補助記号-括弧閉				記号
13.03明石	OH_OO渋谷源氏	15640	15660	B	など	など	ナド	助詞-副助詞			ナド	和
13.03明石	OH_OO渋谷源氏	15660	15670	I	，	，		補助記号-読点				記号
13.03明石	OH_OO渋谷源氏	15670	15700	I	よろづ	万	ヨロズ	名詞-普通名詞-副詞可能			ヨロズ	和
13.03明石	OH_OO渋谷源氏	15700	15710	I	に	に	ニ	助詞-格助詞			ニ	和
13.03明石	OH_OO渋谷源氏	15710	15750	I	のたまふ	宣う	ノタマウ	動詞-一般	文語四段-ハ行	終止形-一般	ノタマウ	和
13.03明石	OH_OO渋谷源氏	15750	15760	I	。	。		補助記号-句点				記号
13.03明石	OH_OO渋谷源氏	15760	15770	B	「	「		補助記号-括弧開				記号
13.03明石	OH_OO渋谷源氏	15770	15810	I	むつごと	睦言	ムツゴト	名詞-普通名詞-一般			ムツゴト	和
13.03明石	OH_OO渋谷源氏	15810	15820	I	を	を	ヲ	助詞-格助詞			オ	和
13.03明石	OH_OO渋谷源氏	15820	15840	I	語り	語る	カタル	動詞-一般	文語四段-ラ行	連用形-一般	カタリ	和
13.03明石	OH_OO渋谷源氏	15840	15870	I	あはせ	合わせる	アワセル	動詞-一般	文語下二段-サ行	未然形-一般	アワセ	和
13.03明石	OH_OO渋谷源氏	15870	15880	I	む	む	ム	助動詞	文語助動詞-ム	連体形-一般	ム	和
13.03明石	OH_OO渋谷源氏	15880	15890	I	人	人	ヒト	名詞-普通名詞-一般			ヒト	和
13.03明石	OH_OO渋谷源氏	15890	15910	I	もが	もが	モガ	助詞-終助詞			モガ	和
13.03明石	OH_OO渋谷源氏	15910	15920	I	な	な	ナ	助詞-終助詞			ナ	和
13.03明石	OH_OO渋谷源氏	15920	15940	I	憂き	憂い	ウイ	形容詞-一般	文語形容詞-ク	連体形-一般	ウキ	和
13.03明石	OH_OO渋谷源氏	15940	15950	I	世	世	ヨ	名詞-普通名詞-一般			ヨ	和
13.03明石	OH_OO渋谷源氏	15950	15960	I	の	の	ノ	助詞-格助詞			ノ	和
13.03明石	OH_OO渋谷源氏	15960	15970	I	夢	夢	ユメ	名詞-普通名詞-一般			ユメ	和
13.03明石	OH_OO渋谷源氏	15970	15980	I	も	も	モ	助詞-係助詞			モ	和
13.03明石	OH_OO渋谷源氏	15980	16010	I	なかば	半ば	ナカバ	名詞-普通名詞-副詞可能			ナカバ	和
13.03明石	OH_OO渋谷源氏	16010	16020	I	覚	覚える	オボエル	動詞-一般	文語下二段-ヤ行	未然形-一般	オボエ	和
13.03明石	OH_OO渋谷源氏	16020	16030	I	む	む	ム	助動詞	文語助動詞-ム	終止形-一般	ム	和
13.03明石	OH_OO渋谷源氏	16030	16040	I	や	や	ヤ	助詞-係助詞			ヤ	和
13.03明石	OH_OO渋谷源氏	16040	16050	I	と	と	ト	助詞-格助詞			ト	和
13.03明石	OH_OO渋谷源氏	16050	16060	I	」	」		補助記号-括弧閉				記号
13.03明石	OH_OO渋谷源氏	16060	16070	B	「	「		補助記号-括弧開				記号
13.03明石	OH_OO渋谷源氏	16070	16090	I	明け	明ける	アケル	動詞-一般	文語下二段-カ行	未然形-一般	アケ	和
13.03明石	OH_OO渋谷源氏	16090	16100	I	ぬ	ず	ズ	助動詞	文語助動詞-ズ	連体形-一般	ヌ	和
13.03明石	OH_OO渋谷源氏	16100	16110	I	夜	夜	ヨ	名詞-普通名詞-一般			ヨ	和
13.03明石	OH_OO渋谷源氏	16110	16120	I	に	に	ニ	助詞-格助詞			ニ	和
13.03明石	OH_OO渋谷源氏	16120	16150	I	やがて	軈て	ヤガテ	副詞			ヤガテ	和
13.03明石	OH_OO渋谷源氏	16150	16170	I	惑へ	惑う	マドウ	動詞-一般	文語四段-ハ行	命令形	マドエ	和
13.03明石	OH_OO渋谷源氏	16170	16180	I	る	り	リ	助動詞	文語助動詞-リ	連体形-一般	ル	和
13.03明石	OH_OO渋谷源氏	16180	16190	I	心	心	ココロ	名詞-普通名詞-サ変可能			ココロ	和
13.03明石	OH_OO渋谷源氏	16190	16200	I	に	に	ニ	助詞-格助詞			ニ	和
13.03明石	OH_OO渋谷源氏	16200	16210	I	は	は	ハ	助詞-係助詞			ワ	和
13.03明石	OH_OO渋谷源氏	16210	16240	I	いづれ	何れ	イズレ	代名詞			イズレ	和
13.03明石	OH_OO渋谷源氏	16240	16250	I	を	を	ヲ	助詞-格助詞			オ	和
13.03明石	OH_OO渋谷源氏	16250	16260	I	夢	夢	ユメ	名詞-普通名詞-一般			ユメ	和
13.03明石	OH_OO渋谷源氏	16260	16270	I	と	と	ト	助詞-格助詞			ト	和
13.03明石	OH_OO渋谷源氏	16270	16290	I	わき	分く	ワク	動詞-一般	文語四段-カ行	連用形-一般	ワキ	和
13.03明石	OH_OO渋谷源氏	16290	16300	I	て	て	テ	助詞-接続助詞			テ	和
13.03明石	OH_OO渋谷源氏	16300	16320	I	語ら	語る	カタル	動詞-一般	文語四段-ラ行	未然形-一般	カタラ	和
13.03明石	OH_OO渋谷源氏	16320	16330	I	む	む	ム	助動詞	文語助動詞-ム	終止形-一般	ム	和
13.03明石	OH_OO渋谷源氏	16330	16340	I	」	」		補助記号-括弧閉				記号
13.03明石	OH_OO渋谷源氏	16340	16370	B	ほのか	仄か	ホノカ	形状詞-一般			ホノカ	和
13.03明石	OH_OO渋谷源氏	16370	16390	I	なる	なり	ナリ	助動詞	文語助動詞-ナリ-断定	連体形-一般	ナル	和
13.03明石	OH_OO渋谷源氏	16390	16420	I	けはひ	気配	ケハイ	名詞-普通名詞-一般			ケワイ	和
13.03明石	OH_OO渋谷源氏	16420	16430	I	、	、		補助記号-読点				記号
13.03明石	OH_OO渋谷源氏	16430	16450	I	伊勢	イセ	イセ	名詞-固有名詞-地名-一般			イセ	固
13.03明石	OH_OO渋谷源氏	16450	16460	I	の	の	ノ	助詞-格助詞			ノ	和
13.03明石	OH_OO渋谷源氏	16460	16490	I	御息所	御息所	ミヤスドコロ	名詞-普通名詞-一般			ミヤスンドコロ	和
13.03明石	OH_OO渋谷源氏	16490	16500	I	に	に	ニ	助詞-格助詞			ニ	和
13.03明石	OH_OO渋谷源氏	16500	16520	I	いと	いと	イト	副詞			イト	和
13.03明石	OH_OO渋谷源氏	16520	16540	I	よう	良く	ヨク	副詞			ヨー	和
13.03明石	OH_OO渋谷源氏	16540	16570	I	おぼえ	覚える	オボエル	動詞-一般	文語下二段-ヤ行	連用形-一般	オボエ	和
13.03明石	OH_OO渋谷源氏	16570	16590	I	たり	たり	タリ	助動詞	文語助動詞-タリ-完了	終止形-一般	タリ	和
13.03明石	OH_OO渋谷源氏	16590	16600	I	。	。		補助記号-句点				記号
13.03明石	OH_OO渋谷源氏	16600	16620	B	何心	何心	ナニゴコロ	名詞-普通名詞-一般			ナニゴコロ	和
13.03明石	OH_OO渋谷源氏	16620	16630	I	も	も	モ	助詞-係助詞			モ	和
13.03明石	OH_OO渋谷源氏	16630	16650	I	なく	無い	ナイ	形容詞-非自立可能	文語形容詞-ク	連用形-一般	ナク	和
13.03明石	OH_OO渋谷源氏	16650	16670	I	うち	打ち	ウチ	接頭辞			ウチ	和
13.03明石	OH_OO渋谷源氏	16670	16690	I	とけ	解ける	トケル	動詞-一般	文語下二段-カ行	連用形-一般	トケ	和
13.03明石	OH_OO渋谷源氏	16690	16700	I	て	て	テ	助詞-接続助詞			テ	和
13.03明石	OH_OO渋谷源氏	16700	16710	I	ゐ	居る	イル	動詞-非自立可能	文語上一段-ワ行	連用形-一般	イ	和
13.03明石	OH_OO渋谷源氏	16710	16730	I	たり	たり	タリ	助動詞	文語助動詞-タリ-完了	連用形-一般	タリ	和
13.03明石	OH_OO渋谷源氏	16730	16750	I	ける	けり	ケリ	助動詞	文語助動詞-ケリ	連体形-一般	ケル	和
13.03明石	OH_OO渋谷源氏	16750	16760	I	を	を	ヲ	助詞-格助詞			オ	和
13.03明石	OH_OO渋谷源氏	16760	16770	I	、	、		補助記号-読点				記号
13.03明石	OH_OO渋谷源氏	16770	16790	I	かう	斯く	カク	副詞			コー	和
13.03明石	OH_OO渋谷源氏	16790	16810	I	もの	物	モノ	名詞-普通名詞-サ変可能			モノ	和
13.03明石	OH_OO渋谷源氏	16810	16840	I	おぼえ	覚える	オボエル	動詞-一般	文語下二段-ヤ行	未然形-一般	オボエ	和
13.03明石	OH_OO渋谷源氏	16840	16850	I	ぬ	ず	ズ	助動詞	文語助動詞-ズ	連体形-一般	ヌ	和
13.03明石	OH_OO渋谷源氏	16850	16860	I	に	に	ニ	助詞-接続助詞			ニ	和
13.03明石	OH_OO渋谷源氏	16860	16870	I	、	、		補助記号-読点				記号
13.03明石	OH_OO渋谷源氏	16870	16890	I	いと	いと	イト	副詞			イト	和
13.03明石	OH_OO渋谷源氏	16890	16930	I	わりなく	わりない	ワリナイ	形容詞-一般	文語形容詞-ク	連用形-一般	ワリナク	和
13.03明石	OH_OO渋谷源氏	16930	16940	I	て	て	テ	助詞-接続助詞			テ	和
13.03明石	OH_OO渋谷源氏	16940	16950	I	、	、		補助記号-読点				記号
13.03明石	OH_OO渋谷源氏	16950	16980	I	近かり	近い	チカイ	形容詞-一般	文語形容詞-ク	連用形-補助	チカカリ	和
13.03明石	OH_OO渋谷源氏	16980	17000	I	ける	けり	ケリ	助動詞	文語助動詞-ケリ	連体形-一般	ケル	和
13.03明石	OH_OO渋谷源氏	17000	17020	I	曹司	曹司	ゾウシ	名詞-普通名詞-一般			ゾーシ	漢
13.03明石	OH_OO渋谷源氏	17020	17030	I	の	の	ノ	助詞-格助詞			ノ	和
13.03明石	OH_OO渋谷源氏	17030	17040	I	内	内	ウチ	名詞-普通名詞-副詞可能			ウチ	和
13.03明石	OH_OO渋谷源氏	17040	17050	I	に	に	ニ	助詞-格助詞			ニ	和
13.03明石	OH_OO渋谷源氏	17050	17070	I	入り	入る	イル	動詞-一般	文語四段-ラ行	連用形-一般	イリ	和
13.03明石	OH_OO渋谷源氏	17070	17080	I	て	て	テ	助詞-接続助詞			テ	和
13.03明石	OH_OO渋谷源氏	17080	17090	I	、	、		補助記号-読点				記号
13.03明石	OH_OO渋谷源氏	17090	17120	I	いかで	如何で	イカデ	副詞			イカデ	和
13.03明石	OH_OO渋谷源氏	17120	17140	I	固め	固める	カタメル	動詞-一般	文語下二段-マ行	連用形-一般	カタメ	和
13.03明石	OH_OO渋谷源氏	17140	17160	I	ける	けり	ケリ	助動詞	文語助動詞-ケリ	連体形-一般	ケル	和
13.03明石	OH_OO渋谷源氏	17160	17170	I	に	なり	ナリ	助動詞	文語助動詞-ナリ-断定	連用形-ニ	ニ	和
13.03明石	OH_OO渋谷源氏	17170	17180	I	か	か	カ	助詞-係助詞			カ	和
13.03明石	OH_OO渋谷源氏	17180	17190	I	、	、		補助記号-読点				記号
13.03明石	OH_OO渋谷源氏	17190	17210	I	いと	いと	イト	副詞			イト	和
13.03明石	OH_OO渋谷源氏	17210	17230	I	強き	強い	ツヨイ	形容詞-一般	文語形容詞-ク	連体形-一般	ツヨキ	和
13.03明石	OH_OO渋谷源氏	17230	17240	I	を	を	ヲ	助詞-格助詞			オ	和
13.03明石	OH_OO渋谷源氏	17240	17250	I	、	、		補助記号-読点				記号
13.03明石	OH_OO渋谷源氏	17250	17270	I	しひ	強いる	シイル	動詞-一般	文語上二段-ハ行	連用形-一般	シイ	和
13.03明石	OH_OO渋谷源氏	17270	17280	I	て	て	テ	助詞-接続助詞			テ	和
13.03明石	OH_OO渋谷源氏	17280	17290	I	も	も	モ	助詞-係助詞			モ	和
13.03明石	OH_OO渋谷源氏	17290	17310	I	おし	押す	オス	動詞-一般	文語四段-サ行	連用形-一般	オシ	和
13.03明石	OH_OO渋谷源氏	17310	17330	I	立ち	立つ	タツ	動詞-一般	文語四段-タ行	連用形-一般	タチ	和
13.03明石	OH_OO渋谷源氏	17330	17360	I	たまは	給う	タマウ	動詞-非自立可能	文語四段-ハ行	未然形-一般	タマワ	和
13.03明石	OH_OO渋谷源氏	17360	17370	I	ぬ	ず	ズ	助動詞	文語助動詞-ズ	連体形-一般	ヌ	和
13.03明石	OH_OO渋谷源氏	17370	17390	I	さま	様	サマ	名詞-普通名詞-一般			サマ	和
13.03明石	OH_OO渋谷源氏	17390	17410	I	なり	なり	ナリ	助動詞	文語助動詞-ナリ-断定	終止形-一般	ナリ	和
13.03明石	OH_OO渋谷源氏	17410	17420	I	。	。		補助記号-句点				記号
13.03明石	OH_OO渋谷源氏	17420	17440	B	され	然る	サル	動詞-一般	文語ラ行変格	已然形-一般	サレ	和
13.03明石	OH_OO渋谷源氏	17440	17450	I	ど	ど	ド	助詞-接続助詞			ド	和
13.03明石	OH_OO渋谷源氏	17450	17460	I	，	，		補助記号-読点				記号
13.03明石	OH_OO渋谷源氏	17460	17470	I	さ	然	サ	副詞			サ	和
13.03明石	OH_OO渋谷源氏	17470	17490	I	のみ	のみ	ノミ	助詞-副助詞			ノミ	和
13.03明石	OH_OO渋谷源氏	17490	17500	I	も	も	モ	助詞-係助詞			モ	和
13.03明石	OH_OO渋谷源氏	17500	17530	I	いかで	如何で	イカデ	副詞			イカデ	和
13.03明石	OH_OO渋谷源氏	17530	17540	I	か	か	カ	助詞-係助詞			カ	和
13.03明石	OH_OO渋谷源氏	17540	17560	I	あら	有る	アル	動詞-非自立可能	文語ラ行変格	未然形-一般	アラ	和
13.03明石	OH_OO渋谷源氏	17560	17570	I	む	む	ム	助動詞	文語助動詞-ム	連体形-一般	ム	和
13.03明石	OH_OO渋谷源氏	17570	17580	I	。	。		補助記号-句点				記号
13.03明石	OH_OO渋谷源氏	17580	17590	B	人	人	ヒト	名詞-普通名詞-一般			ヒト	和
13.03明石	OH_OO渋谷源氏	17590	17610	I	ざま	様	サマ	名詞-普通名詞-一般			ザマ	和
13.03明石	OH_OO渋谷源氏	17610	17620	I	、	、		補助記号-読点				記号
13.03明石	OH_OO渋谷源氏	17620	17640	I	いと	いと	イト	副詞			イト	和
13.03明石	OH_OO渋谷源氏	17640	17660	I	あて	貴	アテ	形状詞-一般			アテ	和
13.03明石	OH_OO渋谷源氏	17660	17670	I	に	なり	ナリ	助動詞	文語助動詞-ナリ-断定	連用形-ニ	ニ	和
13.03明石	OH_OO渋谷源氏	17670	17680	I	、	、		補助記号-読点				記号
13.03明石	OH_OO渋谷源氏	17680	17710	I	そびえ	聳える	ソビエル	動詞-一般	文語下二段-ヤ行	連用形-一般	ソビエ	和
13.03明石	OH_OO渋谷源氏	17710	17720	I	て	て	テ	助詞-接続助詞			テ	和
13.03明石	OH_OO渋谷源氏	17720	17730	I	、	、		補助記号-読点				記号
13.03明石	OH_OO渋谷源氏	17730	17790	I	心恥づかしき	心恥ずかしい	ココロハズカシイ	形容詞-一般	文語形容詞-シク	連体形-一般	ココロハズカシキ	和
13.03明石	OH_OO渋谷源氏	17790	17820	I	けはひ	気配	ケハイ	名詞-普通名詞-一般			ケワイ	和
13.03明石	OH_OO渋谷源氏	17820	17830	I	ぞ	ぞ	ゾ	助詞-係助詞			ゾ	和
13.03明石	OH_OO渋谷源氏	17830	17840	I	し	為る	スル	動詞-非自立可能	文語サ行変格	連用形-一般	シ	和
13.03明石	OH_OO渋谷源氏	17840	17860	I	たる	たり	タリ	助動詞	文語助動詞-タリ-完了	連体形-一般	タル	和
13.03明石	OH_OO渋谷源氏	17860	17870	I	。	。		補助記号-句点				記号
13.03明石	OH_OO渋谷源氏	17870	17890	B	かう	斯く	カク	副詞			コー	和
13.03明石	OH_OO渋谷源氏	17890	17930	I	あながち	強ち	アナガチ	形状詞-一般			アナガチ	和
13.03明石	OH_OO渋谷源氏	17930	17950	I	なり	なり	ナリ	助動詞	文語助動詞-ナリ-断定	連用形-一般	ナリ	和
13.03明石	OH_OO渋谷源氏	17950	17970	I	ける	けり	ケリ	助動詞	文語助動詞-ケリ	連体形-一般	ケル	和
13.03明石	OH_OO渋谷源氏	17970	17990	I	契り	契り	チギリ	名詞-普通名詞-一般			チギリ	和
13.03明石	OH_OO渋谷源氏	17990	18000	I	を	を	ヲ	助詞-格助詞			オ	和
13.03明石	OH_OO渋谷源氏	18000	18020	I	思す	思す	オボス	動詞-一般	文語四段-サ行	連体形-一般	オボス	和
13.03明石	OH_OO渋谷源氏	18020	18030	I	に	に	ニ	助詞-格助詞			ニ	和
13.03明石	OH_OO渋谷源氏	18030	18040	I	も	も	モ	助詞-係助詞			モ	和
13.03明石	OH_OO渋谷源氏	18040	18050	I	、	、		補助記号-読点				記号
13.03明石	OH_OO渋谷源氏	18050	18080	I	浅から	浅い	アサイ	形容詞-一般	文語形容詞-ク	未然形-補助	アサカラ	和
13.03明石	OH_OO渋谷源氏	18080	18090	I	ず	ず	ズ	助動詞	文語助動詞-ズ	連用形-一般	ズ	和
13.03明石	OH_OO渋谷源氏	18090	18120	I	あはれ	哀れ	アワレ	名詞-普通名詞-形状詞可能			アワレ	和
13.03明石	OH_OO渋谷源氏	18120	18140	I	なり	なり	ナリ	助動詞	文語助動詞-ナリ-断定	終止形-一般	ナリ	和
13.03明石	OH_OO渋谷源氏	18140	18150	I	。	。		補助記号-句点				記号
13.03明石	OH_OO渋谷源氏	18150	18160	B	御	御	オオン	接頭辞			オオン	和
13.03明石	OH_OO渋谷源氏	18160	18190	I	心ざし	志	ココロザシ	名詞-普通名詞-一般			ココロザシ	和
13.03明石	OH_OO渋谷源氏	18190	18200	I	の	の	ノ	助詞-格助詞			ノ	和
13.03明石	OH_OO渋谷源氏	18200	18210	I	、	、		補助記号-読点				記号
13.03明石	OH_OO渋谷源氏	18210	18250	I	近まさり	近優り	チカマサリ	名詞-普通名詞-一般			チカマサリ	和
13.03明石	OH_OO渋谷源氏	18250	18270	I	する	為る	スル	動詞-非自立可能	文語サ行変格	連体形-一般	スル	和
13.03明石	OH_OO渋谷源氏	18270	18290	I	なる	なり	ナリ	助動詞	文語助動詞-ナリ-断定	連体形-一般	ナル	和
13.03明石	OH_OO渋谷源氏	18290	18310	I	べし	べし	ベシ	助動詞	文語助動詞-ベシ	終止形-一般	ベシ	和
13.03明石	OH_OO渋谷源氏	18310	18320	I	、	、		補助記号-読点				記号
13.03明石	OH_OO渋谷源氏	18320	18330	I	常	常	ツネ	名詞-普通名詞-一般			ツネ	和
13.03明石	OH_OO渋谷源氏	18330	18340	I	は	は	ハ	助詞-係助詞			ワ	和
13.03明石	OH_OO渋谷源氏	18340	18380	I	厭はしき	厭わしい	イトワシイ	形容詞-一般	文語形容詞-シク	連体形-一般	イトワシキ	和
13.03明石	OH_OO渋谷源氏	18380	18390	I	夜	夜	ヨ	名詞-普通名詞-一般			ヨ	和
13.03明石	OH_OO渋谷源氏	18390	18400	I	の	の	ノ	助詞-格助詞			ノ	和
13.03明石	OH_OO渋谷源氏	18400	18410	I	長	長い	ナガイ	形容詞-一般	文語形容詞-ク	語幹-一般	ナガ	和
13.03明石	OH_OO渋谷源氏	18410	18420	I	さ	さ	サ	接尾辞-名詞的-一般			サ	和
13.03明石	OH_OO渋谷源氏	18420	18430	I	も	も	モ	助詞-係助詞			モ	和
13.03明石	OH_OO渋谷源氏	18430	18440	I	、	、		補助記号-読点				記号
13.03明石	OH_OO渋谷源氏	18440	18460	I	とく	疾い	トイ	形容詞-一般	文語形容詞-ク	連用形-一般	トク	和
13.03明石	OH_OO渋谷源氏	18460	18480	I	明け	明ける	アケル	動詞-一般	文語下二段-カ行	連用形-一般	アケ	和
13.03明石	OH_OO渋谷源氏	18480	18500	I	ぬる	ぬ	ヌ	助動詞	文語助動詞-ヌ	連体形-一般	ヌル	和
13.03明石	OH_OO渋谷源氏	18500	18520	I	心地	心地	ココチ	名詞-普通名詞-一般			ココチ	和
13.03明石	OH_OO渋谷源氏	18520	18540	I	すれ	為る	スル	動詞-非自立可能	文語サ行変格	已然形-一般	スレ	和
13.03明石	OH_OO渋谷源氏	18540	18550	I	ば	ば	バ	助詞-接続助詞			バ	和
13.03明石	OH_OO渋谷源氏	18550	18560	I	、	、		補助記号-読点				記号
13.03明石	OH_OO渋谷源氏	18560	18570	I	「	「		補助記号-括弧開				記号
13.03明石	OH_OO渋谷源氏	18570	18580	I	人	人	ヒト	名詞-普通名詞-一般			ヒト	和
13.03明石	OH_OO渋谷源氏	18580	18590	I	に	に	ニ	助詞-格助詞			ニ	和
13.03明石	OH_OO渋谷源氏	18590	18610	I	知ら	知る	シル	動詞-一般	文語四段-ラ行	未然形-一般	シラ	和
13.03明石	OH_OO渋谷源氏	18610	18620	I	れ	れる	レル	助動詞	文語下二段-ラ行	未然形-一般	レ	和
13.03明石	OH_OO渋谷源氏	18620	18630	I	じ	じ	ジ	助動詞	文語助動詞-ジ	終止形-一般	ジ	和
13.03明石	OH_OO渋谷源氏	18630	18640	I	」	」		補助記号-括弧閉				記号
13.03明石	OH_OO渋谷源氏	18640	18650	I	と	と	ト	助詞-格助詞			ト	和
13.03明石	OH_OO渋谷源氏	18650	18670	I	思す	思す	オボス	動詞-一般	文語四段-サ行	連体形-一般	オボス	和
13.03明石	OH_OO渋谷源氏	18670	18680	I	も	も	モ	助詞-係助詞			モ	和
13.03明石	OH_OO渋谷源氏	18680	18690	I	、	、		補助記号-読点				記号
13.03明石	OH_OO渋谷源氏	18690	18760	I	心あわたたしう	心慌ただしい	ココロアワタダシイ	形容詞-一般	文語形容詞-シク	連用形-ウ音便	ココロアワタタシュー	和
13.03明石	OH_OO渋谷源氏	18760	18770	I	て	て	テ	助詞-接続助詞			テ	和
13.03明石	OH_OO渋谷源氏	18770	18780	I	、	、		補助記号-読点				記号
13.03明石	OH_OO渋谷源氏	18780	18810	I	こまか	細か	コマカ	形状詞-一般			コマカ	和
13.03明石	OH_OO渋谷源氏	18810	18820	I	に	なり	ナリ	助動詞	文語助動詞-ナリ-断定	連用形-ニ	ニ	和
13.03明石	OH_OO渋谷源氏	18820	18850	I	語らひ	語らう	カタラウ	動詞-一般	文語四段-ハ行	連用形-一般	カタライ	和
13.03明石	OH_OO渋谷源氏	18850	18870	I	置き	置く	オク	動詞-非自立可能	文語四段-カ行	連用形-一般	オキ	和
13.03明石	OH_OO渋谷源氏	18870	18880	I	て	て	テ	助詞-接続助詞			テ	和
13.03明石	OH_OO渋谷源氏	18880	18890	I	、	、		補助記号-読点				記号
13.03明石	OH_OO渋谷源氏	18890	18910	I	出で	出でる	イデル	動詞-一般	文語下二段-ダ行	連用形-一般	イデ	和
13.03明石	OH_OO渋谷源氏	18910	18940	I	たまひ	給う	タマウ	動詞-非自立可能	文語四段-ハ行	連用形-一般	タマイ	和
13.03明石	OH_OO渋谷源氏	18940	18950	I	ぬ	ぬ	ヌ	助動詞	文語助動詞-ヌ	終止形-一般	ヌ	和
13.03明石	OH_OO渋谷源氏	18950	18960	I	。	。		補助記号-句点				記号
13.03明石	OH_OO渋谷源氏	18960	18970	B	御	御	オオン	接頭辞			オオン	和
13.03明石	OH_OO渋谷源氏	18970	18980	I	文	文	フミ	名詞-普通名詞-一般			フミ	和
13.03明石	OH_OO渋谷源氏	18980	18990	I	、	、		補助記号-読点				記号
13.03明石	OH_OO渋谷源氏	18990	19010	I	いと	いと	イト	副詞			イト	和
13.03明石	OH_OO渋谷源氏	19010	19030	I	忍び	忍びる	シノビル	動詞-一般	文語上二段-バ行	連用形-一般	シノビ	和
13.03明石	OH_OO渋谷源氏	19030	19040	I	て	て	テ	助詞-接続助詞			テ	和
13.03明石	OH_OO渋谷源氏	19040	19050	I	ぞ	ぞ	ゾ	助詞-係助詞			ゾ	和
13.03明石	OH_OO渋谷源氏	19050	19070	I	今日	今日	キョウ	名詞-普通名詞-副詞可能			キョー	和
13.03明石	OH_OO渋谷源氏	19070	19080	I	は	は	ハ	助詞-係助詞			ワ	和
13.03明石	OH_OO渋谷源氏	19080	19100	I	ある	有る	アル	動詞-非自立可能	文語ラ行変格	連体形-一般	アル	和
13.03明石	OH_OO渋谷源氏	19100	19110	I	。	。		補助記号-句点				記号
13.03明石	OH_OO渋谷源氏	19110	19150	B	あいなき	あいない	アイナイ	形容詞-一般	文語形容詞-ク	連体形-一般	アイナキ	和
13.03明石	OH_OO渋谷源氏	19150	19160	I	御	御	ミ	接頭辞			ミ	和
13.03明石	OH_OO渋谷源氏	19160	19170	I	心	心	ココロ	名詞-普通名詞-サ変可能			ココロ	和
13.03明石	OH_OO渋谷源氏	19170	19180	I	の	の	ノ	助詞-格助詞			ノ	和
13.03明石	OH_OO渋谷源氏	19180	19190	I	鬼	鬼	オニ	名詞-普通名詞-一般			オニ	和
13.03明石	OH_OO渋谷源氏	19190	19210	I	なり	なり	ナリ	助動詞	文語助動詞-ナリ-断定	終止形-一般	ナリ	和
13.03明石	OH_OO渋谷源氏	19210	19220	I	や	や	ヤ	助詞-係助詞			ヤ	和
13.03明石	OH_OO渋谷源氏	19220	19230	I	。	。		補助記号-句点				記号
13.03明石	OH_OO渋谷源氏	19230	19250	B	ここ	此処	ココ	代名詞			ココ	和
13.03明石	OH_OO渋谷源氏	19250	19260	I	に	に	ニ	助詞-格助詞			ニ	和
13.03明石	OH_OO渋谷源氏	19260	19270	I	も	も	モ	助詞-係助詞			モ	和
13.03明石	OH_OO渋谷源氏	19270	19280	I	、	、		補助記号-読点				記号
13.03明石	OH_OO渋谷源氏	19280	19310	I	かかる	斯かる	カカル	動詞-一般	文語ラ行変格	連体形-一般	カカル	和
13.03明石	OH_OO渋谷源氏	19310	19330	I	こと	事	コト	名詞-普通名詞-一般			コト	和
13.03明石	OH_OO渋谷源氏	19330	19360	I	いかで	如何で	イカデ	副詞			イカデ	和
13.03明石	OH_OO渋谷源氏	19360	19390	I	漏らさ	漏らす	モラス	動詞-一般	文語四段-サ行	未然形-一般	モラサ	和
13.03明石	OH_OO渋谷源氏	19390	19400	I	じ	じ	ジ	助動詞	文語助動詞-ジ	終止形-一般	ジ	和
13.03明石	OH_OO渋谷源氏	19400	19410	I	と	と	ト	助詞-格助詞			ト	和
13.03明石	OH_OO渋谷源氏	19410	19440	I	つつみ	包む	ツツム	動詞-一般	文語四段-マ行	連用形-一般	ツツミ	和
13.03明石	OH_OO渋谷源氏	19440	19450	I	て	て	テ	助詞-接続助詞			テ	和
13.03明石	OH_OO渋谷源氏	19450	19460	I	、	、		補助記号-読点				記号
13.03明石	OH_OO渋谷源氏	19460	19470	I	御	御	オオン	接頭辞			オオン	和
13.03明石	OH_OO渋谷源氏	19470	19480	I	使	使い	ツカイ	名詞-普通名詞-一般			ツカイ	和
13.03明石	OH_OO渋谷源氏	19480	19540	I	ことことしう	事々しい	コトゴトシイ	形容詞-一般	文語形容詞-シク	連用形-ウ音便	コトコトシュー	和
13.03明石	OH_OO渋谷源氏	19540	19550	I	も	も	モ	助詞-係助詞			モ	和
